ID;EXTERNAL_ID;Успешных платежей за 180 дней
117192;99547684@99556231|urn:sbrfsystems:55-isppn;0
97013;56684563@57691796|urn:sbrfsystems:55-isppn;0
115073;KRV_DSU5K@KRV_S8SV|urn:sbrfsystems:42-yenisei;0
116646;171541-56@171541-56|urn:sbrfsystems:54-asbil;0
91513;44815312@46354448|urn:sbrfsystems:55-isppn;0
91608;53713205@89942085|urn:sbrfsystems:55-isppn;0
69363;57695521@57696009|urn:sbrfsystems:55-isppn;0
56222;10037581279@9713436907|urn:sbrfsystems:49-ufo;0
56864;10319304614@9713436907|urn:sbrfsystems:49-ufo;0
99222;115980-69@115980-69|urn:sbrfsystems:54-asbil;0
102642;162504-56@162504-56|urn:sbrfsystems:54-asbil;0
81297;165075-05@165075-05|urn:sbrfsystems:54-asbil;0
70815;42016_19098_00_01@42016|urn:sbrfsystems:44-cpfl;0
106733;74563197@74798257|urn:sbrfsystems:55-isppn;0
111488;Org_33274@3953|urn:sbrfsystems:99-rbc;0
113131;170306-69@170306-69|urn:sbrfsystems:54-asbil;0
67001;!ERTR@3128_ERTR|phiz-gate-enisey;0
116093;5469249@123231930|urn:sbrfsystems:55-isppn;0
61483;19055_50916_00_01@19055|phiz-gate-cpfl-cchb;0
97297;73828080@74177752|urn:sbrfsystems:55-isppn;0
111902;Org_33844@5672|urn:sbrfsystems:99-rbc;0
5479;39849922@442901001|phiz-gate-gorod-sb;0
92279;171883666@171910865|phiz-gate-gorod;0
113135;170318-48@170318-48|urn:sbrfsystems:54-asbil;0
102159;159278-05@159278-05|urn:sbrfsystems:54-asbil;0
114738;99398381@99398980|urn:sbrfsystems:55-isppn;0
60772;40007_00799_00_01@40007|phiz-gate-cpfl-cchb;0
117155;MRL_MPOLI@MRL_MPOLI|urn:sbrfsystems:42-yenisei;0
52824;99264769@99264769|phiz-gate-gorod-sb;0
61821;14519_00300_00_01@14519|phiz-gate-cpfl-cchb;0
82020;150034_56@GNED_7695|urn:sbrfsystems:42-yenisei;0
47499;955_00300_00_01@955|phiz-gate-cpfl-cchb;0
117106;93365662@93365875|urn:sbrfsystems:55-isppn;0
110020;2221@4665|urn:sbrfsystems:99-rbc;0
85391;158975-54@158975-54|urn:sbrfsystems:54-asbil;0
102509;160995-11@160995-11|urn:sbrfsystems:54-asbil;0
92233;84006184@84006534|phiz-gate-cpfl-skb;0
112527;TTT91597@ASBC|phiz-gate-cpfl-dvb;0
6914;48699389@48699389|phiz-gate-gorod-sb;0
5589;46217134@46217134|phiz-gate-gorod-sb;0
43798;11256324189@11256095306|urn:sbrfsystems:49-ufo;0
76210;107014151@107014151|phiz-gate-gorod-sb;0
104836;90106-54@90106-54|urn:sbrfsystems:54-asbil;0
60990;12813509537@9713436907|urn:sbrfsystems:49-ufo;0
40438;69630121@69630281|phiz-gate-cpfl-skb;0
112150;Org_90262@4408|urn:sbrfsystems:99-rbc;0
62478;KRV_ZAG6@KRV_ZAG|urn:sbrfsystems:42-yenisei;0
39542;1867_00300_00_01@1867|phiz-gate-cpfl-cchb;0
103266;166176-69@166176-69|urn:sbrfsystems:54-asbil;0
49892;74260254@74260298|phiz-gate-cpfl-skb;0
7207;65880270@65880270|phiz-gate-gorod-sb;0
53973;76134980@76135019|phiz-gate-cpfl-skb;0
112395;TTT287718@ASBC|phiz-gate-cpfl-dvb;0
112901;115692967@440101001|phiz-gate-gorod-sb;0
75251;133098932@135736135|urn:sbrfsystems:52-isppn;0
117142;16352954606@16296983807|urn:sbrfsystems:49-ufo;0
94393;37690304@63122912|gorod-bajkal;0
7157;64362514@64362514|phiz-gate-gorod-sb;0
116438;171106-48@171106-48|urn:sbrfsystems:54-asbil;0
32959;87990570@87990570|phiz-gate-gorod-sb;0
101918;157696-46@157696-46|urn:sbrfsystems:54-asbil;0
48661;3014847920@3014847918|urn:sbrfsystems:49-ufo;0
108223;168709-54@168709-54|urn:sbrfsystems:54-asbil;0
94353;75471681@99859593|gorod-altaj;0
81438;TTT972171@ASBC|phiz-gate-cpfl-dvb;0
115723;85499_50593_00_01@85499|phiz-gate-cpfl-cchb;0
106403;51068693@51070314|urn:sbrfsystems:55-isppn;0
115148;122867960@122868161|urn:sbrfsystems:55-isppn;0
70403;5432359@72476267|urn:sbrfsystems:55-isppn;0
112140;Org_90239@4398|urn:sbrfsystems:99-rbc;0
108926;420932_42@TSJ_P-2_7|urn:sbrfsystems:42-yenisei;0
89941;44830077@44838078|urn:sbrfsystems:55-isppn;0
64822;25399632@95648982|gorod-altaj;0
104268;81331-54@81331-54|urn:sbrfsystems:54-asbil;0
99928;126029-56@126029-56|urn:sbrfsystems:54-asbil;0
110280;2768@4988|urn:sbrfsystems:99-rbc;0
113637;114889500@114927560|urn:sbrfsystems:55-isppn;0
97170;72025654@72027649|urn:sbrfsystems:55-isppn;0
63573;102336852@7606053324|phiz-gate-gorod-sb;0
49454;8732885666@8732885639|urn:sbrfsystems:49-ufo;0
81931;170328987@170331517|phiz-gate-gorod;0
66407;35172_06100_00_01@35172|phiz-gate-cpfl-cchb;0
48354;3014772121@3014772119|urn:sbrfsystems:49-ufo;0
56068;100600380@100600380|phiz-gate-gorod-sb;0
69378;5886193@107999859|urn:sbrfsystems:55-isppn;0
91186;KKLES4@3128_ALES|phiz-gate-enisey;0
7059;29620644@29620644|phiz-gate-gorod-sb;0
62546;28517_60907_00_01@28517|phiz-gate-cpfl-cchb;0
37436;3014783248@3014783246|urn:sbrfsystems:49-ufo;0
15688;UF0328_06@TSJ_407_7|urn:sbrfsystems:42-yenisei;0
117613;8399082660@8398957791|urn:sbrfsystems:49-ufo;0
38063;3280757281@3280757277|urn:sbrfsystems:49-ufo;0
49844;32287711@74306018|phiz-gate-cpfl-skb;0
54831;48584_51711_00_07@48584|urn:sbrfsystems:44-cpfl;0
40689;31654281@69945920|phiz-gate-cpfl-skb;0
66687;!DOSI@3136_DOSI|phiz-gate-enisey;0
91506;43331950@81023511|urn:sbrfsystems:55-isppn;0
103962;168012-56@168012-56|urn:sbrfsystems:54-asbil;0
36730;10274816086@10075239871|urn:sbrfsystems:49-ufo;0
61561;10268_46009_00_01@10268|phiz-gate-cpfl-cchb;0
111594;Org_33471@4069|urn:sbrfsystems:99-rbc;0
1497;127509016@127578719|phiz-gate-gorod;0
113858;4816332@122539327|urn:sbrfsystems:55-isppn;0
65230;13094740564@9713436907|urn:sbrfsystems:49-ufo;0
30468;K36114@N002823|phiz-gate-enisey;0
66974;!DSER@3112_DSER|phiz-gate-enisey;0
53448;25264_00330_00_01@25264|phiz-gate-cpfl-cchb;0
44132;42881881@42881881|phiz-gate-gorod-sb;0
107751;74785852@75686326|urn:sbrfsystems:55-isppn;0
5362;36491362@36491362|phiz-gate-gorod-sb;0
3386;17549435@17549435|phiz-gate-gorod-sb;0
106734;74563202@74799724|urn:sbrfsystems:55-isppn;0
112611;TTTK12718@ASBC|phiz-gate-cpfl-dvb;0
116278;16512666975@9530554897|urn:sbrfsystems:49-ufo;0
113861;4816451@122541407|urn:sbrfsystems:55-isppn;0
26150;84939232@84939232|phiz-gate-gorod-sb;0
103481;166717-54@166717-54|urn:sbrfsystems:54-asbil;0
65365;TTT33467@ASBC|phiz-gate-cpfl-dvb;0
49531;96720850@96720850|phiz-gate-gorod-sb;0
66699;!GEX@3136_GEX|phiz-gate-enisey;0
90425;85530_50593_00_01@85530|phiz-gate-cpfl-cchb;0
117375;83612882@83612908|urn:sbrfsystems:55-isppn;0
66702;!GRNT@3116_GRNT|phiz-gate-enisey;0
99932;126291-56@126291-56|urn:sbrfsystems:54-asbil;0
98830;13941668766@13939286078|urn:sbrfsystems:49-ufo;0
109638;169220-54@169220-54|urn:sbrfsystems:54-asbil;0
78273;1511426@37848316|gorod-bajkal;0
70009;99335635@99336757|urn:sbrfsystems:55-isppn;0
88542;164607-48@164607-48|urn:sbrfsystems:54-asbil;0
49193;4561069261@4561037890|urn:sbrfsystems:49-ufo;0
60524;101223507@441501001|phiz-gate-gorod-sb;0
69005;108709833@108803778|urn:sbrfsystems:55-isppn;0
81071;55517578@55517709|gorod-bajkal;0
98965;36587_07938_00_01@36587|urn:sbrfsystems:44-cpfl;0
113493;174522747@174712371|phiz-gate-gorod;0
63774;23105_51128_00_01@23105|phiz-gate-cpfl-cchb;0
81003;40153235@56340251|gorod-bajkal;0
115475;116625854@352501001|phiz-gate-gorod-sb;0
109926;14398156@137997136|urn:sbrfsystems:52-isppn;0
99473;117917-69@117917-69|urn:sbrfsystems:54-asbil;0
88948;KRV_DSRD@KRV_DSRD|urn:sbrfsystems:42-yenisei;0
3714;44907310@44907310|phiz-gate-gorod-sb;0
86753;165738-54@165738-54|urn:sbrfsystems:54-asbil;0
32990;192293@47905655|gorod-bajkal;0
99267;116598-69@116598-69|urn:sbrfsystems:54-asbil;0
3245;10594363@10594363|phiz-gate-gorod-sb;0
117500;3190063246@3190063242|urn:sbrfsystems:49-ufo;0
63827;22809_51257_00_01@22809|phiz-gate-cpfl-cchb;0
65987;140030761@140082646|phiz-gate-gorod;0
4921;41832170@41832170|phiz-gate-gorod-sb;0
56293;10055383595@9713436907|urn:sbrfsystems:49-ufo;0
62759;131448827@162672427|phiz-gate-gorod;0
56514;10145054140@9713436907|urn:sbrfsystems:49-ufo;0
4414;42302072@42302072|phiz-gate-gorod-sb;0
106862;74981792@77128246|urn:sbrfsystems:55-isppn;0
99147;114369-69@114369-69|urn:sbrfsystems:54-asbil;0
106371;50663325@55731125|urn:sbrfsystems:55-isppn;0
100813;137440-54@137440-54|urn:sbrfsystems:54-asbil;0
6882;48699252@48699252|phiz-gate-gorod-sb;0
92176;14319409910@3014854518|urn:sbrfsystems:49-ufo;0
35340;68563945@68565342|phiz-gate-cpfl-skb;0
116410;171065-05@171065-05|urn:sbrfsystems:54-asbil;0
98243;12826691163@12826607674|urn:sbrfsystems:49-ufo;0
56904;10362871804@10026963143|urn:sbrfsystems:49-ufo;0
89973;7402380@118108154|urn:sbrfsystems:55-isppn;0
108060;134064-56@134064-56|urn:sbrfsystems:54-asbil;0
72227;109909264@134860873|urn:sbrfsystems:52-isppn;0
109310;121799422@121799785|urn:sbrfsystems:55-isppn;0
49395;7418426547@7418411036|urn:sbrfsystems:49-ufo;0
72674;123643267@125620599|urn:sbrfsystems:52-isppn;0
7404;39555840@39555840|phiz-gate-gorod-sb;0
7020;10301550@10301550|phiz-gate-gorod-sb;0
103738;167416-46@167416-46|urn:sbrfsystems:54-asbil;0
80089;15570324@56256826|gorod-bajkal;0
89753;73209521@73211718|urn:sbrfsystems:55-isppn;0
79530;10328297469@9530736810|urn:sbrfsystems:49-ufo;0
17194;83087699@7606053324|phiz-gate-gorod-sb;0
3630;39479739@440501001|phiz-gate-gorod-sb;0
108179;168565-11@168565-11|urn:sbrfsystems:54-asbil;0
39565;59784537@69216237|phiz-gate-cpfl-skb;0
105090;91268-54@91268-54|urn:sbrfsystems:54-asbil;0
112086;Org_90114@4343|urn:sbrfsystems:99-rbc;0
114602;26735699@78776734|urn:sbrfsystems:55-isppn;0
116254;86441426@86441524|phiz-gate-cpfl-skb;0
70970;49892_50781_00_07@49892|urn:sbrfsystems:44-cpfl;0
56383;10057519451@9713436907|urn:sbrfsystems:49-ufo;0
7472;75301970@75301970|phiz-gate-gorod-sb;0
106794;74786196@77119994|urn:sbrfsystems:55-isppn;0
30764;TTTJ07863@ASBC|phiz-gate-cpfl-dvb;0
61462;17529_50785_00_01@17529|phiz-gate-cpfl-cchb;0
112816;6615095992@6615095956|urn:sbrfsystems:49-ufo;0
53551;99829261@441501001|phiz-gate-gorod-sb;0
110478;3198@5216|urn:sbrfsystems:99-rbc;0
101652;154995-46@154995-46|urn:sbrfsystems:54-asbil;0
103421;166481-11@166481-11|urn:sbrfsystems:54-asbil;0
73407;135125629@135126582|urn:sbrfsystems:52-isppn;0
101933;157839-46@157839-46|urn:sbrfsystems:54-asbil;0
75834;69944808@70233980|phiz-gate-cpfl-skb;0
98517;10717674725@3014845582|urn:sbrfsystems:49-ufo;0
111050;Org_29937@3541|urn:sbrfsystems:99-rbc;0
85268;158565-05@158565-05|urn:sbrfsystems:54-asbil;0
7102;63732424@63732424|phiz-gate-gorod-sb;0
95729;74779496@74780376|urn:sbrfsystems:55-isppn;0
70212;91737144@91743287|urn:sbrfsystems:55-isppn;0
89119;166095-48@166095-48|urn:sbrfsystems:54-asbil;0
76432;135770582@135771228|urn:sbrfsystems:52-isppn;0
108317;168988-56@168988-56|urn:sbrfsystems:54-asbil;0
72059;106618562@133724298|urn:sbrfsystems:52-isppn;0
30094;87463677@87463677|phiz-gate-gorod-sb;0
111070;Org_29958@3561|urn:sbrfsystems:99-rbc;0
89565;112027048@112027048|phiz-gate-gorod-sb;0
110642;34072@2731|urn:sbrfsystems:99-rbc;0
112341;TS288567@ASBC|phiz-gate-cpfl-dvb;0
106461;55718301@58567265|urn:sbrfsystems:55-isppn;0
117460;14978510364@14978510349|urn:sbrfsystems:49-ufo;0
106752;74631300@77595246|urn:sbrfsystems:55-isppn;0
4882;22540188@22540188|phiz-gate-gorod-sb;0
89262;33374_19099_00_01@33374|urn:sbrfsystems:44-cpfl;0
41552;94194917@94194917|phiz-gate-gorod-sb;0
69429;69385627@69385655|urn:sbrfsystems:55-isppn;0
97250;73245425@77599716|urn:sbrfsystems:55-isppn;0
92218;78859936@78864373|urn:sbrfsystems:55-isppn;0
82039;1721_00314_00_01@1721|phiz-gate-cpfl-cchb;0
73425;135510609@135510722|urn:sbrfsystems:52-isppn;0
106954;82654192@82654238|urn:sbrfsystems:55-isppn;0
104715;88696-54@88696-54|urn:sbrfsystems:54-asbil;0
96875;50625646@51191429|urn:sbrfsystems:55-isppn;0
78722;9528138185@9528107151|urn:sbrfsystems:49-ufo;0
117355;6894890@124543616|urn:sbrfsystems:55-isppn;0
117014;174128091@174146692|phiz-gate-gorod;0
7143;64135369@64135369|phiz-gate-gorod-sb;0
100118;130743-56@130743-56|urn:sbrfsystems:54-asbil;0
51039;TTT33392@ASBC|phiz-gate-cpfl-dvb;0
97410;74857334@75101456|urn:sbrfsystems:55-isppn;0
89685;2524352@118055967|urn:sbrfsystems:55-isppn;0
117408;65138261@65138498|gorod-bajkal;0
66824;FGUE_DU@3102_PBS|phiz-gate-enisey;0
91366;85460_50555_00_01@85460|phiz-gate-cpfl-cchb;0
97210;72494036@72494465|urn:sbrfsystems:55-isppn;0
99313;117317-69@117317-69|urn:sbrfsystems:54-asbil;0
104220;78544-54@78544-54|urn:sbrfsystems:54-asbil;0
117429;11795712383@11795712378|urn:sbrfsystems:49-ufo;0
75128;104335629@135243110|urn:sbrfsystems:52-isppn;0
48780;3187334497@3187334493|urn:sbrfsystems:49-ufo;0
24715;KV197718@ASBC|phiz-gate-cpfl-dvb;0
104708;88624-54@88624-54|urn:sbrfsystems:54-asbil;0
109168;121516297@121517389|urn:sbrfsystems:55-isppn;0
82707;170369486@170369531|phiz-gate-gorod;0
103903;167854-11@167854-11|urn:sbrfsystems:54-asbil;0
67703;103046070@103046070|phiz-gate-gorod-sb;0
47915;TTTY03635@ASBC|phiz-gate-cpfl-dvb;0
29952;86738735@86738735|phiz-gate-gorod-sb;0
4396;39797220@39797220|phiz-gate-gorod-sb;0
54791;41770_00000_00_00@41770|urn:sbrfsystems:44-cpfl;0
102521;161033-46@161033-46|urn:sbrfsystems:54-asbil;0
114183;97465826@97466031|urn:sbrfsystems:55-isppn;0
107281;172989285@172989305|phiz-gate-gorod;0
40695;38157646@69944845|phiz-gate-cpfl-skb;0
91064;!SC14@6500_SC14|phiz-gate-enisey;0
113656;116027935@116028023|urn:sbrfsystems:55-isppn;0
75241;131797569@135735948|urn:sbrfsystems:52-isppn;0
112839;10717244742@10682303295|urn:sbrfsystems:49-ufo;0
38222;3419334751@3178185782|urn:sbrfsystems:49-ufo;0
6819;31686804@31686804|phiz-gate-gorod-sb;0
112885;TTT81629@ASBC|phiz-gate-cpfl-dvb;0
66400;33734_06100_00_01@33734|phiz-gate-cpfl-cchb;0
40991;92826028@92826028|phiz-gate-gorod-sb;0
117560;4420854496@4420854493|urn:sbrfsystems:49-ufo;0
116694;171637-11@171637-11|urn:sbrfsystems:54-asbil;0
94732;10654700920@9530693737|urn:sbrfsystems:49-ufo;0
93089;136026105@136026338|urn:sbrfsystems:52-isppn;0
56515;10145059223@9713436907|urn:sbrfsystems:49-ufo;0
103889;167761-11@167761-11|urn:sbrfsystems:54-asbil;0
45449;77514170@77524615|urn:sbrfsystems:55-isppn;0
86372;165231-54@165231-54|urn:sbrfsystems:54-asbil;0
105980;119963751@120202476|urn:sbrfsystems:55-isppn;0
113233;170564-48@170564-48|urn:sbrfsystems:54-asbil;0
113704;11890482@122456489|urn:sbrfsystems:55-isppn;0
92276;171883656@171909375|phiz-gate-gorod;0
39354;KRV_DSKT8@KRV_DSKOT|urn:sbrfsystems:42-yenisei;0
37055;10362814319@9980292990|urn:sbrfsystems:49-ufo;0
102301;159718-69@159718-69|urn:sbrfsystems:54-asbil;0
67088;!ODZU@7102_DAGH|phiz-gate-enisey;0
81698;10294237364@9530669096|urn:sbrfsystems:49-ufo;0
117020;174128101@174129475|phiz-gate-gorod;0
31756;87938646@87938646|phiz-gate-gorod-sb;0
48898;3246158842@3246158838|urn:sbrfsystems:49-ufo;0
112448;TTT637718@ASBC|phiz-gate-cpfl-dvb;0
32684;87953309@87953309|phiz-gate-gorod-sb;0
109044;11674423911@9979827986|urn:sbrfsystems:49-ufo;0
68722;1500094_15014_00_00@1500094|urn:sbrfsystems:16-cpfl;0
100630;135476-56@135476-56|urn:sbrfsystems:54-asbil;0
91720;75101830@75102677|urn:sbrfsystems:55-isppn;0
29199;35796_52667_00_01@35796|phiz-gate-cpfl-cchb;0
92930;105362576@134269411|urn:sbrfsystems:52-isppn;0
102361;159907-54@159907-54|urn:sbrfsystems:54-asbil;0
103898;167788-11@167788-11|urn:sbrfsystems:54-asbil;0
107704;72026092@72216424|urn:sbrfsystems:55-isppn;0
111718;Org_33642@4217|urn:sbrfsystems:99-rbc;0
99776;122263-48@122263-48|urn:sbrfsystems:54-asbil;0
116740;171697-54@171697-54|urn:sbrfsystems:54-asbil;0
115436;97519350@97519724|urn:sbrfsystems:55-isppn;0
107990;4921162@120561215|urn:sbrfsystems:55-isppn;0
52759;99261106@99261106|phiz-gate-gorod-sb;0
102993;164604-56@164604-56|urn:sbrfsystems:54-asbil;0
113375;121522303@134592042|urn:sbrfsystems:52-isppn;0
104018;168129-54@168129-54|urn:sbrfsystems:54-asbil;0
71749;102377538@134068757|urn:sbrfsystems:52-isppn;0
68271;KRV_ADNI2@KRV_ADNI|urn:sbrfsystems:42-yenisei;0
113648;115316997@115317222|urn:sbrfsystems:55-isppn;0
116853;171892-56@171892-56|urn:sbrfsystems:54-asbil;0
74785;111087392@135685976|urn:sbrfsystems:52-isppn;0
65645;58213950@58214148|gorod-bajkal;0
33120;67314757@67317099|phiz-gate-cpfl-skb;0
5033;10730953@10730953|phiz-gate-gorod-sb;0
75699;51522@51621325|phiz-gate-cpfl-skb;0
108459;114698908@290101001|phiz-gate-gorod-sb;0
68634;1500537_15014_00_00@1500537|urn:sbrfsystems:16-cpfl;0
89995;8933697@78968446|urn:sbrfsystems:55-isppn;0
105889;105523588@105524670|urn:sbrfsystems:55-isppn;0
100758;137275-54@137275-54|urn:sbrfsystems:54-asbil;0
30123;4225453@4225453|phiz-gate-gorod-sb;0
98375;10197592406@9399950210|urn:sbrfsystems:49-ufo;0
109316;2399299@121809436|urn:sbrfsystems:55-isppn;0
99949;127521-56@127521-56|urn:sbrfsystems:54-asbil;0
78286;21353257@21353350|gorod-bajkal;0
114326;5113185@108646330|urn:sbrfsystems:55-isppn;0
81448;TTTS33396@ASBC|phiz-gate-cpfl-dvb;0
112072;Org_90088@4329|urn:sbrfsystems:99-rbc;0
7730;78436792@78436792|phiz-gate-gorod-sb;0
114018;85127030@85211219|urn:sbrfsystems:55-isppn;0
41431;94091288@94091288|phiz-gate-gorod-sb;0
52709;74670955@75122039|phiz-gate-cpfl-skb;0
116470;171167-54@171167-54|urn:sbrfsystems:54-asbil;0
102969;164448-05@164448-05|urn:sbrfsystems:54-asbil;0
61681;12025_00709_00_01@12025|phiz-gate-cpfl-cchb;0
117812;4764904@124645065|urn:sbrfsystems:55-isppn;0
100056;129328-56@129328-56|urn:sbrfsystems:54-asbil;0
17160;82713586@82713586|phiz-gate-gorod-sb;0
116214;650544@88670072|urn:sbrfsystems:55-isppn;0
4966;45956105@45956105|phiz-gate-gorod-sb;0
67144;!UAGZ03@3128_UAGZ|phiz-gate-enisey;0
38665;6139394809@6139377179|urn:sbrfsystems:49-ufo;0
36477;10181715912@9713436907|urn:sbrfsystems:49-ufo;0
67651;4090_00705_00_01@4090|phiz-gate-cpfl-cchb;0
85300;158702-56@158702-56|urn:sbrfsystems:54-asbil;0
106376;50683384@55993146|urn:sbrfsystems:55-isppn;0
106259;48995157@48995247|urn:sbrfsystems:55-isppn;0
115594;27608_51781_00_01@27608|phiz-gate-cpfl-cchb;0
78098;35971254@38938087|gorod-bajkal;0
76897;157683751@157683836|phiz-gate-gorod;0
116710;171662-54@171662-54|urn:sbrfsystems:54-asbil;0
63861;162771591@162782883|phiz-gate-gorod;0
102066;158294-54@158294-54|urn:sbrfsystems:54-asbil;0
101447;151443-11@151443-11|urn:sbrfsystems:54-asbil;0
56788;10286823336@3014854518|urn:sbrfsystems:49-ufo;0
61606;11189_00300_00_01@11189|phiz-gate-cpfl-cchb;0
114216;KRV_MBUD@KRV_MBUD|urn:sbrfsystems:42-yenisei;0
30271;55775@55775|phiz-gate-gorod-sb;0
64790;20571546@95575072|gorod-altaj;0
38062;3280756673@3280756669|urn:sbrfsystems:49-ufo;0
106924;79483392@79483886|urn:sbrfsystems:55-isppn;0
96660;4789951@88492086|urn:sbrfsystems:55-isppn;0
76852;149746260@149754814|phiz-gate-gorod;0
71698;1274_01331_00_01@1274|phiz-gate-cpfl-cchb;0
88972;62055744@62055977|gorod-bajkal;0
54501;66928822@67032810|phiz-gate-cpfl-skb;0
56225;10037692251@9713436907|urn:sbrfsystems:49-ufo;0
117248;2000142_17321_00_07@2000142|urn:sbrfsystems:16-cpfl;0
103093;165522-56@165522-56|urn:sbrfsystems:54-asbil;0
107196;TTT33520@ASBC|phiz-gate-cpfl-dvb;0
5119;14523950@14523950|phiz-gate-gorod-sb;0
103827;167609-11@167609-11|urn:sbrfsystems:54-asbil;0
40385;3235243320@3235243316|urn:sbrfsystems:49-ufo;0
96079;5274124@99939153|gorod-altaj;0
111229;Org_31877@3722|urn:sbrfsystems:99-rbc;0
103892;167766-11@167766-11|urn:sbrfsystems:54-asbil;0
66380;18032_06100_00_01@18032|phiz-gate-cpfl-cchb;0
98924;10442170036@3600462130|urn:sbrfsystems:49-ufo;0
114550;109584490@109586702|urn:sbrfsystems:55-isppn;0
60668;VSD4157@ASBC|phiz-gate-cpfl-dvb;0
48776;3187333310@3187333306|urn:sbrfsystems:49-ufo;0
4650;63358124@63358124|phiz-gate-gorod-sb;0
33175;67529466@67535905|phiz-gate-cpfl-skb;0
61202;TTT97927@ASBC|phiz-gate-cpfl-dvb;0
109055;12729858403@7320618022|urn:sbrfsystems:49-ufo;0
113824;4746220@122452601|urn:sbrfsystems:55-isppn;0
30700;87688864@87688864|phiz-gate-gorod-sb;0
98516;10717655265@3014845582|urn:sbrfsystems:49-ufo;0
99227;115985-69@115985-69|urn:sbrfsystems:54-asbil;0
92798;73245591@77878010|urn:sbrfsystems:55-isppn;0
48562;3014776414@3014776412|urn:sbrfsystems:49-ufo;0
3633;39503622@39503622|phiz-gate-gorod-sb;0
36672;10264659119@10075239871|urn:sbrfsystems:49-ufo;0
111589;Org_33466@4065|urn:sbrfsystems:99-rbc;0
50161;20065_51041_00_01@20065|phiz-gate-cpfl-cchb;0
67025;!ILCH@3136_ILCH|phiz-gate-enisey;0
4340;33301362@33301362|phiz-gate-gorod-sb;0
69219;48200119@49321432|urn:sbrfsystems:55-isppn;0
117470;15130500861@15130464783|urn:sbrfsystems:49-ufo;0
92220;90145189@90145501|urn:sbrfsystems:55-isppn;0
116775;171755-69@171755-69|urn:sbrfsystems:54-asbil;0
96675;48196981@49323882|urn:sbrfsystems:55-isppn;0
25030;129144871@134657634|phiz-gate-gorod;0
3654;50025537@50025537|phiz-gate-gorod-sb;0
98778;97018653@136498625|urn:sbrfsystems:52-isppn;0
81512;13226_00705_00_01@13226|phiz-gate-cpfl-cchb;0
49294;5617360244@5617354143|urn:sbrfsystems:49-ufo;0
56284;10055182114@9713436907|urn:sbrfsystems:49-ufo;0
56272;10054825177@9713436907|urn:sbrfsystems:49-ufo;0
117722;114844103@138316663|urn:sbrfsystems:52-isppn;0
70692;100479436@100479436|phiz-gate-gorod-sb;0
89561;112017602@112017602|phiz-gate-gorod-sb;0
75757;67512092@67528831|phiz-gate-cpfl-skb;0
49503;30026_00300_00_01@30026|phiz-gate-cpfl-cchb;0
112332;RMSH7311@ASBC|phiz-gate-cpfl-dvb;0
53647;99845280@99845280|phiz-gate-gorod-sb;0
108909;150027_56@DSKOLO_56|urn:sbrfsystems:42-yenisei;0
54690;44077_00000_00_00@44077|urn:sbrfsystems:44-cpfl;0
86935;166005-54@166005-54|urn:sbrfsystems:54-asbil;0
115511;DS0054_15@S_36_4342|urn:sbrfsystems:42-yenisei;0
70860;42170_19098_00_01@42170|urn:sbrfsystems:44-cpfl;0
103204;165933-48@165933-48|urn:sbrfsystems:54-asbil;0
100915;137752-48@137752-48|urn:sbrfsystems:54-asbil;0
96332;114818523@114818888|urn:sbrfsystems:55-isppn;0
108136;135549-56@135549-56|urn:sbrfsystems:54-asbil;0
112353;TTT105718@ASBC|phiz-gate-cpfl-dvb;0
108149;136984-56@136984-56|urn:sbrfsystems:54-asbil;0
107710;72212435@72213955|urn:sbrfsystems:55-isppn;0
61552;10100_00761_00_01@10100|phiz-gate-cpfl-cchb;0
66398;33732_06100_00_01@33732|phiz-gate-cpfl-cchb;0
74233;88428293@134069003|urn:sbrfsystems:52-isppn;0
7067;33300010@33300010|phiz-gate-gorod-sb;0
104232;79503-54@79503-54|urn:sbrfsystems:54-asbil;0
101315;149698-11@149698-11|urn:sbrfsystems:54-asbil;0
80413;19199090@22883591|gorod-bajkal;0
85349;158801-69@158801-69|urn:sbrfsystems:54-asbil;0
6933;48699467@48699467|phiz-gate-gorod-sb;0
56708;10202857192@10075239871|urn:sbrfsystems:49-ufo;0
76146;162665867@162665982|phiz-gate-gorod;0
96885;50626813@51073185|urn:sbrfsystems:55-isppn;0
85211;158464-11@158464-11|urn:sbrfsystems:54-asbil;0
36707;10274736622@10075239871|urn:sbrfsystems:49-ufo;0
98784;97019381@134686261|urn:sbrfsystems:52-isppn;0
56628;10198703330@9713436907|urn:sbrfsystems:49-ufo;0
108842;10391038889@8303504095|urn:sbrfsystems:49-ufo;0
52755;99258403@99258403|phiz-gate-gorod-sb;0
81568;49512_50031_00_07@49512|urn:sbrfsystems:44-cpfl;0
61596;11163_00761_00_01@11163|phiz-gate-cpfl-cchb;0
56837;10318404026@9713436907|urn:sbrfsystems:49-ufo;0
65663;TTT97994@ASBC|phiz-gate-cpfl-dvb;0
89909;10060386@118133555|urn:sbrfsystems:55-isppn;0
5881;10735068@10735068|phiz-gate-gorod-sb;0
50348;21028_51039_00_01@21028|phiz-gate-cpfl-cchb;0
96765;49572204@49581112|urn:sbrfsystems:55-isppn;0
6840;4219070@4219070|phiz-gate-gorod-sb;0
91006;!INSI@3128_INSI|phiz-gate-enisey;0
30703;87688877@87688877|phiz-gate-gorod-sb;0
61701;12509_00705_00_01@12509|phiz-gate-cpfl-cchb;0
